,ID,Year_Birth,Country,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Complain
1123,8080,1986,IND,Graduation,Single,"$26,816.00 ",0,0,8/17/12,50,5,1,6,3,4,3,1,0,3,4,0
1124,8370,1976,CA,2n Cycle,Together,"$75,484.00 ",0,1,8/2/12,50,378,97,259,197,194,34,2,7,6,4,0
1125,4550,1966,SP,Master,Together,"$33,564.00 ",0,1,6/24/14,51,61,0,3,0,0,7,1,1,3,5,0
1126,3381,1953,CA,Master,Married,"$54,348.00 ",1,1,6/8/14,51,70,0,16,0,0,4,2,2,4,6,0
1127,10556,1959,SP,Graduation,Married,"$54,984.00 ",0,1,5/24/14,51,173,13,131,32,3,6,4,6,6,7,0
1128,9467,1984,SP,Graduation,Single,"$34,738.00 ",1,0,5/11/14,51,3,2,10,3,0,2,1,1,3,6,0
1129,2891,1963,US,Graduation,Divorced,"$68,118.00 ",0,1,10/18/13,51,595,23,123,10,23,154,2,8,4,6,0
1130,5011,1963,SP,Graduation,Divorced,"$68,118.00 ",0,1,10/18/13,51,595,23,123,10,23,154,2,8,4,6,0
1131,8140,1973,AUS,Graduation,Together,"$22,682.00 ",1,0,10/3/13,51,10,14,29,4,2,36,3,2,4,4,0
1132,11039,1975,SP,Graduation,Married,"$51,948.00 ",0,1,9/17/13,51,82,33,54,71,30,41,2,5,4,5,0
1133,78,1969,SP,Graduation,Married,"$25,293.00 ",1,0,9/15/13,51,15,0,11,0,2,9,1,1,2,8,0
1134,5517,1969,AUS,Graduation,Married,"$25,293.00 ",1,0,9/15/13,51,15,0,11,0,2,9,1,1,2,8,0
1135,5290,1964,CA,PhD,Married,"$41,551.00 ",1,1,8/14/13,51,220,0,33,3,0,23,5,5,5,8,0
1136,4128,1962,SA,PhD,Together,"$56,067.00 ",0,1,7/20/13,51,517,12,54,16,6,120,2,7,7,5,0
1137,9592,1983,SP,Graduation,Together,"$22,010.00 ",1,0,6/30/13,51,11,2,9,3,0,8,2,2,3,8,0
1138,8957,1952,SA,2n Cycle,Single,"$64,831.00 ",1,1,6/10/13,51,480,86,249,75,86,144,8,6,5,6,0
1139,9308,1954,SA,Graduation,Married,"$62,820.00 ",0,0,5/11/13,51,398,61,265,138,61,53,1,3,6,1,0
1140,544,1954,SP,Graduation,Married,"$62,820.00 ",0,0,5/11/13,51,398,61,265,138,61,53,1,3,6,1,0
1141,5989,1959,CA,2n Cycle,Divorced,"$78,353.00 ",0,1,4/16/13,51,752,122,476,39,153,34,1,10,11,8,0
1142,635,1966,SP,Master,Married,"$57,183.00 ",1,1,3/19/13,51,464,5,64,7,0,70,8,9,7,8,0
1143,6673,1965,US,Graduation,Single,"$23,478.00 ",0,0,3/19/13,51,28,6,27,12,17,39,1,3,3,8,0
1144,1710,1978,SP,Graduation,Single,"$30,168.00 ",1,0,3/7/13,51,154,20,66,0,12,27,7,6,4,9,0
1145,523,1989,SP,Graduation,Married,"$37,155.00 ",1,0,1/31/13,51,23,0,26,7,15,3,1,2,4,5,0
1146,8977,1985,SP,Basic,Single,"$16,581.00 ",0,0,1/12/13,51,1,3,4,2,3,11,1,0,3,4,0
1147,9736,1980,US,Graduation,Married,"$41,850.00 ",1,1,12/24/12,51,53,5,19,2,13,4,3,3,3,8,0
1148,1544,1967,CA,Master,Divorced,"$81,380.00 ",0,0,12/22/12,51,741,68,689,224,68,103,1,4,10,2,0
1149,6575,1981,SA,Graduation,Together,"$56,386.00 ",1,1,10/27/12,51,230,48,214,13,32,75,8,9,7,9,0
1150,6147,1971,GER,Graduation,Divorced,"$25,818.00 ",1,0,10/18/12,51,5,2,8,2,2,9,1,0,2,7,0
1151,6354,1984,SP,Graduation,Together,"$15,345.00 ",1,0,8/31/12,51,5,2,16,3,2,19,2,1,2,8,0
1152,4769,1977,SP,Master,Together,"$57,954.00 ",1,1,6/18/14,52,456,4,24,0,0,9,7,8,6,7,0
1153,7540,1952,SP,Graduation,Married,"$50,300.00 ",0,1,5/25/14,52,143,15,60,24,23,5,2,2,8,2,0
1154,5247,1955,SP,PhD,Married,"$38,725.00 ",1,1,5/10/14,52,31,0,6,2,1,5,2,1,4,4,0
1155,5987,1989,SP,2n Cycle,Together,"$10,404.00 ",1,0,5/4/14,52,2,2,11,10,6,12,2,1,4,5,0
1156,9960,1991,SA,Basic,Single,"$26,868.00 ",1,0,4/30/14,52,0,0,1,8,3,2,1,1,2,7,0
1157,10972,1949,SP,Graduation,Widow,"$72,298.00 ",0,0,3/10/14,52,625,35,169,58,17,35,1,4,6,1,0
1158,1399,1958,SP,Graduation,Married,"$72,905.00 ",0,0,1/21/14,52,407,114,445,181,165,203,1,3,9,1,0
1159,2698,1976,US,Graduation,Single,"$47,025.00 ",0,1,11/7/13,52,254,7,108,20,0,26,3,6,5,6,0
1160,6340,1985,SA,Graduation,Single,"$29,938.00 ",1,0,10/27/13,52,3,3,7,0,2,11,2,1,3,6,0
1161,2557,1970,SP,Master,Single,"$29,548.00 ",1,0,8/29/13,52,7,1,6,3,1,11,1,1,2,4,0
1162,8786,1956,GER,Master,Married,"$62,058.00 ",0,1,5/26/13,52,301,7,74,10,0,58,4,6,7,6,0
1163,7187,1969,AUS,Master,Together,,1,1,5/18/13,52,375,42,48,94,66,96,7,4,4,3,0
1164,6119,1963,SP,PhD,Single,"$36,736.00 ",1,1,5/10/13,52,10,0,3,0,0,4,1,1,2,6,0
1165,2980,1952,CA,Master,Single,"$8,820.00 ",1,1,3/22/13,52,12,0,13,4,2,4,4,3,3,8,0
1166,3850,1963,IND,Basic,Together,"$14,918.00 ",0,1,12/7/12,52,3,3,3,15,4,15,1,1,3,6,0
1167,1077,1974,SP,Graduation,Together,"$56,715.00 ",0,0,12/5/12,52,258,105,239,237,172,9,1,7,4,4,0
1168,9733,1978,IND,Basic,Together,"$24,882.00 ",1,0,9/9/12,52,1,4,10,29,0,36,1,1,2,6,0
1169,8462,1978,SP,Basic,Together,"$24,882.00 ",1,0,9/9/12,52,1,4,10,29,0,36,1,1,2,6,0
1170,4764,1952,SA,Master,Together,"$40,442.00 ",1,1,8/19/12,52,45,12,52,25,22,13,4,3,4,7,0
1171,2223,1965,SP,2n Cycle,Divorced,"$64,176.00 ",0,1,8/3/12,52,1215,33,249,64,116,149,8,8,8,6,0
1172,7788,1983,SP,PhD,Married,"$23,536.00 ",1,0,6/4/14,53,6,0,3,0,0,1,1,0,3,3,0
1173,5827,1958,SA,Graduation,Divorced,"$35,246.00 ",1,1,4/16/14,53,36,0,12,2,2,10,4,3,3,5,0
1175,4954,1956,SP,Graduation,Married,"$48,195.00 ",1,1,1/21/14,53,106,27,68,52,7,5,6,4,5,6,0
1176,3139,1982,SA,2n Cycle,Single,"$74,116.00 ",0,0,12/30/13,53,871,111,704,145,55,166,1,4,10,2,0
1177,9952,1947,SA,Master,Together,"$78,093.00 ",0,0,12/11/13,53,368,32,639,13,43,10,1,4,5,1,0
1178,8180,1952,US,Master,Divorced,"$59,354.00 ",1,1,11/15/13,53,233,2,53,3,5,14,3,6,5,6,0
1179,3276,1976,SA,2n Cycle,Together,"$36,301.00 ",1,0,10/25/13,53,11,12,35,3,5,12,1,3,3,7,0
1180,4994,1943,SP,Master,Single,"$77,598.00 ",0,0,10/1/13,53,1193,33,281,129,66,33,1,7,13,3,0
1181,3598,1972,SP,Graduation,Married,"$62,710.00 ",0,1,5/23/13,53,441,35,83,7,29,11,4,4,12,4,0
1182,945,1965,SP,Graduation,Together,"$36,317.00 ",0,1,5/22/13,53,87,3,25,3,2,13,2,3,4,7,0
1184,6214,1982,SP,Master,Married,"$43,815.00 ",1,0,4/5/13,53,14,10,29,4,7,15,1,2,3,6,0
1185,6230,1971,SP,Graduation,Divorced,"$44,421.00 ",1,1,2/15/13,53,110,5,59,7,1,7,5,5,4,8,0
1186,2968,1943,AUS,PhD,Divorced,"$48,948.00 ",0,0,2/1/13,53,437,8,206,160,49,42,2,7,5,6,0
1187,8800,1943,SA,PhD,Divorced,"$48,948.00 ",0,0,2/1/13,53,437,8,206,160,49,42,2,7,5,6,0
1188,1907,1950,SP,Master,Divorced,"$63,120.00 ",0,1,9/28/12,53,965,69,279,54,41,69,5,8,9,7,0
1189,10478,1950,SA,PhD,Married,"$55,517.00 ",1,1,9/27/12,53,483,0,108,0,6,36,5,11,6,9,0
1190,4188,1957,AUS,Graduation,Single,"$36,864.00 ",0,1,8/13/12,53,204,5,39,17,0,89,3,5,4,8,0
1191,8720,1978,IND,2n Cycle,Together,,0,0,8/12/12,53,32,2,1607,12,4,22,0,0,1,0,0
1192,2225,1977,AUS,Graduation,Divorced,"$82,582.00 ",0,0,6/7/14,54,510,120,550,156,40,241,1,4,7,1,0
1193,4790,1958,SP,Graduation,Divorced,"$79,803.00 ",0,1,6/2/14,54,574,8,216,21,16,33,1,4,5,1,0
1194,1131,1967,SA,PhD,Single,"$52,569.00 ",0,1,4/5/14,54,85,0,3,0,0,7,1,2,4,3,0
1195,202,1948,IND,PhD,Widow,"$82,032.00 ",0,0,4/5/14,54,332,194,377,149,125,57,0,4,7,1,0
1196,9589,1948,IND,PhD,Widow,"$82,032.00 ",0,0,4/5/14,54,332,194,377,149,125,57,0,4,7,1,0
1197,3900,1972,CA,Graduation,Married,"$65,685.00 ",0,1,3/29/14,54,642,14,49,0,7,57,1,9,9,5,0
1198,9958,1972,AUS,Graduation,Married,"$65,685.00 ",0,1,3/29/14,54,642,14,49,0,7,57,1,9,9,5,0
1199,10033,1973,GER,2n Cycle,Divorced,"$31,163.00 ",1,0,2/13/14,54,2,3,10,11,2,10,1,1,3,6,0
1200,5751,1973,CA,2n Cycle,Divorced,"$31,163.00 ",1,0,2/13/14,54,2,3,10,11,2,10,1,1,3,6,0
1201,3308,1952,SA,Graduation,Married,"$35,704.00 ",1,1,1/3/14,54,30,9,12,2,11,30,3,2,4,4,0
1202,7297,1973,SA,Graduation,Single,"$7,500.00 ",1,0,12/26/13,54,5,3,10,12,7,20,4,3,3,7,0
1203,8008,1983,SP,Graduation,Together,"$36,075.00 ",1,0,12/9/13,54,46,0,30,12,1,30,1,2,4,6,0
1204,1232,1982,GER,PhD,Together,"$70,038.00 ",0,0,10/25/13,54,587,54,348,71,54,130,1,4,8,2,0
1205,2345,1982,AUS,PhD,Together,"$70,038.00 ",0,0,10/25/13,54,587,54,348,71,54,130,1,4,8,2,0
1206,1628,1971,SA,Graduation,Together,"$71,796.00 ",0,0,10/24/13,54,354,21,311,167,75,32,1,9,4,4,0
1207,5081,1967,SP,2n Cycle,Together,"$47,821.00 ",1,1,10/20/13,54,9,0,16,6,6,10,1,1,3,8,0
1208,839,1975,SP,PhD,Married,"$45,503.00 ",1,0,9/25/13,54,97,4,44,6,1,18,1,3,4,5,0
1209,3706,1978,SP,Graduation,Single,"$28,647.00 ",1,0,8/21/13,54,19,8,29,0,12,26,1,2,2,7,0
1210,5154,1972,SP,Master,Divorced,"$37,760.00 ",1,0,8/11/13,54,26,3,13,2,10,0,1,2,3,6,0
1211,8584,1952,SP,PhD,Together,"$85,431.00 ",0,0,6/8/13,54,376,53,462,168,53,53,1,2,7,0,0
1212,6583,1955,SP,2n Cycle,Married,"$72,635.00 ",0,0,6/3/13,54,390,22,323,104,35,107,1,6,6,3,0
1213,3433,1955,SP,2n Cycle,Married,"$72,635.00 ",0,0,6/3/13,54,390,22,323,104,35,107,1,6,6,3,0
1214,10486,1948,SP,Graduation,Married,"$77,142.00 ",0,0,5/29/13,54,476,75,162,29,151,97,1,4,8,2,0
1215,8687,1978,IND,Graduation,Together,"$53,172.00 ",0,1,5/6/13,54,121,62,90,68,20,125,3,2,8,3,0
1216,7842,1968,SP,Graduation,Single,"$36,065.00 ",1,1,3/31/13,54,18,7,34,10,2,3,3,3,3,8,0
1217,3749,1973,CA,Graduation,Together,"$73,926.00 ",0,0,3/2/13,54,627,91,597,159,91,15,1,6,12,3,0
1218,1331,1977,AUS,Graduation,Single,"$35,790.00 ",1,0,1/2/13,54,12,6,20,30,1,3,2,2,3,7,0
1219,5995,1962,SP,Graduation,Divorced,"$39,552.00 ",1,1,12/18/12,54,165,3,147,4,24,41,7,6,5,8,0
1220,8985,1964,SP,2n Cycle,Together,"$68,316.00 ",0,1,11/4/12,54,806,80,161,120,11,33,5,10,10,6,0
1221,2798,1977,SA,PhD,Together,"$102,160.00 ",0,0,11/2/12,54,763,29,138,76,176,58,0,7,10,4,0
1222,7108,1965,SA,Master,Widow,"$51,390.00 ",1,1,9/8/12,54,205,20,47,23,2,56,6,5,5,5,0
1223,2781,1981,SA,Graduation,Single,"$72,066.00 ",0,0,6/23/14,55,1003,34,536,134,51,34,1,4,6,2,0
1224,3623,1976,IND,Graduation,Together,"$21,675.00 ",1,0,6/11/14,55,4,0,16,17,4,4,3,4,3,7,0
1225,194,1965,SP,Graduation,Married,"$48,006.00 ",1,1,6/9/14,55,23,0,11,3,2,2,1,1,3,6,0
1226,10833,1975,SP,Graduation,Married,"$65,106.00 ",0,1,5/24/14,55,790,19,133,12,0,19,3,8,13,6,0
1227,2315,1960,SP,Graduation,Divorced,"$58,401.00 ",0,1,4/20/14,55,10,0,11,17,29,29,1,1,2,4,0
1228,6336,1960,SA,Graduation,Married,"$29,315.00 ",1,1,4/6/14,55,13,2,14,8,7,4,4,2,4,6,0
1229,10738,1951,AUS,Master,Single,"$49,389.00 ",1,1,8/29/13,55,40,0,19,2,1,3,1,2,3,7,0
1230,8286,1965,SA,PhD,Together,"$51,717.00 ",0,1,8/20/13,55,98,1,17,0,1,5,1,3,4,7,0
1231,2166,1960,SA,2n Cycle,Widow,"$46,779.00 ",1,1,7/12/13,55,12,1,3,0,0,7,1,0,2,4,0
1232,10691,1960,SP,Master,Married,"$28,520.00 ",1,1,6/14/13,55,11,0,10,0,2,20,1,1,2,6,0
1233,9739,1963,SP,Graduation,Single,"$34,377.00 ",0,1,1/19/13,55,62,0,22,3,1,26,2,2,2,7,0
1234,1829,1961,SP,PhD,Divorced,"$54,959.00 ",0,1,1/19/13,55,1148,0,60,0,0,24,3,9,4,7,0
1235,6260,1955,AUS,Master,Together,"$82,384.00 ",0,0,11/19/12,55,984,51,432,180,120,190,1,3,13,1,0
1236,10448,1956,SP,Graduation,Single,"$46,998.00 ",0,1,10/22/12,55,172,41,86,45,6,27,5,5,5,7,0
1237,1343,1968,US,Graduation,Together,"$58,554.00 ",1,1,9/26/12,55,368,24,68,38,0,88,6,8,6,7,0
1238,4749,1968,IND,Graduation,Together,"$58,554.00 ",1,1,9/26/12,55,368,24,68,38,0,88,6,8,6,7,0
1239,531,1954,SP,PhD,Divorced,"$57,333.00 ",0,1,9/22/12,55,941,14,397,76,58,176,11,8,9,6,0
1240,6905,1994,SP,Graduation,Together,"$80,685.00 ",0,0,8/22/12,55,241,45,604,34,26,54,1,6,10,2,0
1241,1045,1965,SP,Graduation,Together,"$52,117.00 ",0,1,8/16/12,55,112,10,107,30,0,20,2,5,4,7,0
1242,4012,1972,GER,PhD,Together,"$62,220.00 ",0,1,8/11/12,55,799,12,375,16,12,12,5,7,5,6,0
1245,10420,1955,US,Master,Divorced,"$46,390.00 ",0,1,5/5/14,56,95,14,64,2,9,38,1,4,3,7,0
1246,7723,1979,GER,Graduation,Together,"$75,507.00 ",0,0,5/2/14,56,709,93,374,104,80,80,1,8,6,3,0
1247,2963,1979,AUS,Graduation,Together,"$75,507.00 ",0,0,5/2/14,56,709,93,374,104,80,80,1,8,6,3,0
1248,10634,1951,SP,Master,Married,"$59,412.00 ",0,0,4/19/14,56,90,67,165,30,43,11,1,4,8,3,0
1249,5180,1968,SP,PhD,Divorced,"$50,616.00 ",0,1,4/18/14,56,128,0,16,0,1,4,2,4,4,7,0
1250,6866,1969,SA,Master,Together,"$35,924.00 ",1,1,3/23/14,56,8,0,14,2,3,7,1,1,3,5,0
1251,1328,1982,SA,2n Cycle,Married,"$57,937.00 ",0,1,2/16/14,56,261,42,144,55,48,133,3,4,9,3,0
1252,1139,1984,SP,PhD,Married,"$73,356.00 ",0,0,2/6/14,56,1050,14,322,0,14,112,1,5,5,2,0
1253,4961,1974,SP,Master,Together,"$21,255.00 ",1,0,1/21/14,56,29,0,25,2,2,3,4,2,4,4,0
1254,5177,1974,SA,Master,Married,"$58,494.00 ",0,1,12/12/13,56,298,7,68,4,0,19,2,6,6,6,0
1255,2075,1969,SA,Graduation,Married,"$72,460.00 ",0,0,11/14/13,56,377,10,540,80,30,10,1,3,7,1,0
1256,3428,1991,SP,PhD,Together,"$68,682.00 ",0,0,10/6/13,56,919,0,505,99,30,45,1,4,10,2,0
1257,4500,1991,SP,PhD,Together,"$68,682.00 ",0,0,10/6/13,56,919,0,505,99,30,45,1,4,10,2,0
1258,7369,1981,SP,Master,Married,"$36,959.00 ",1,0,10/2/13,56,25,6,25,6,0,0,2,2,3,8,0
1259,4381,1971,SP,PhD,Married,"$46,463.00 ",1,1,8/18/13,56,163,2,40,8,11,11,7,3,6,6,0
1260,9964,1979,SP,Graduation,Single,"$61,825.00 ",0,1,8/7/13,56,162,50,100,55,30,27,1,4,8,4,0
1261,1630,1979,SP,Graduation,Single,"$61,825.00 ",0,1,8/7/13,56,162,50,100,55,30,27,1,4,8,4,0
1262,5012,1989,SP,Graduation,Married,"$28,691.00 ",1,0,7/4/13,56,5,4,13,8,0,4,1,1,3,8,0
1263,6918,1989,SP,Graduation,Married,"$28,691.00 ",1,0,7/4/13,56,5,4,13,8,0,4,1,1,3,8,0
1264,7822,1976,SP,Graduation,Together,"$54,058.00 ",0,1,6/4/13,56,198,18,252,32,108,54,2,4,8,3,0
1265,10156,1975,SP,Graduation,Single,"$84,196.00 ",0,1,6/3/13,56,215,63,507,231,31,190,1,8,7,3,0
1266,3033,1963,AUS,Master,Together,"$38,620.00 ",0,0,5/11/13,56,112,17,44,34,22,89,1,2,3,3,0
1267,4119,1963,GER,Master,Together,"$38,620.00 ",0,0,5/11/13,56,112,17,44,34,22,89,1,2,3,3,0
1268,11110,1973,IND,Graduation,Single,"$3,502.00 ",1,0,4/13/13,56,2,1,1,0,0,1,0,0,0,14,0
1269,332,1957,SP,Graduation,Married,"$47,743.00 ",0,1,3/22/13,56,198,2,43,0,12,20,3,4,6,6,0
1270,737,1949,SP,PhD,Married,"$80,360.00 ",0,0,3/3/13,56,1493,86,454,112,43,43,2,4,5,2,0
1271,10319,1971,SP,Graduation,Married,"$66,303.00 ",0,1,2/26/13,56,1090,12,96,16,12,60,4,3,11,8,0
1272,3445,1956,SA,Graduation,Single,"$60,714.00 ",0,0,1/17/13,56,216,162,224,101,92,162,2,7,10,5,0
1273,10913,1984,SP,Master,Single,"$31,385.00 ",1,0,12/5/12,56,3,2,12,0,1,9,1,1,2,8,0
1274,4427,1995,SP,2n Cycle,Single,"$83,257.00 ",0,0,9/18/12,56,536,27,590,38,107,67,1,5,12,6,1
1275,8717,1975,IND,PhD,Married,"$80,427.00 ",0,1,9/12/12,56,1149,71,449,69,71,26,1,11,8,5,0
1276,2066,1949,SP,Graduation,Together,"$38,823.00 ",0,1,8/30/12,56,70,0,11,2,8,23,1,2,3,6,0
1277,3340,1977,CA,Graduation,Married,"$42,014.00 ",1,0,8/17/12,56,244,15,108,4,15,50,6,7,6,8,0
1278,8685,1977,SA,Graduation,Married,"$42,014.00 ",1,0,8/17/12,56,244,15,108,4,15,50,6,7,6,8,0
1279,4149,1948,SP,PhD,Together,"$76,140.00 ",0,0,5/13/14,57,586,66,653,17,0,26,1,5,6,2,0
1280,8726,1964,CA,2n Cycle,Divorced,"$41,713.00 ",1,1,4/29/14,57,77,8,44,10,10,25,5,3,4,6,0
1281,2295,1954,SA,PhD,Married,"$62,670.00 ",0,1,2/2/14,57,539,30,92,80,46,38,1,5,13,3,0
1282,3283,1972,SP,2n Cycle,Married,"$70,932.00 ",0,1,1/19/14,57,200,193,100,46,185,185,2,6,12,3,0
1283,1915,1951,GER,PhD,Married,"$78,939.00 ",0,0,12/12/13,57,794,115,243,150,0,205,1,8,6,3,0
1284,800,1960,SA,Graduation,Together,"$44,512.00 ",1,1,8/30/13,57,23,1,6,0,0,2,2,1,3,4,0
1285,9166,1968,SP,Graduation,Married,"$63,967.00 ",0,1,8/9/13,57,387,84,141,73,35,162,3,4,12,2,0
1286,5147,1948,SP,Graduation,Single,"$90,842.00 ",0,0,7/29/13,57,774,70,118,182,187,93,1,4,13,1,0
1287,13,1947,SA,PhD,Widow,"$25,358.00 ",0,1,7/22/13,57,19,0,5,0,0,8,2,1,3,6,0
1288,8557,1982,AUS,Graduation,Single,,1,0,6/17/13,57,11,3,22,2,2,6,2,2,3,6,0
1289,8724,1982,SP,Graduation,Single,"$28,567.00 ",1,0,6/17/13,57,11,3,22,2,2,6,2,2,3,6,0
1290,9381,1978,AUS,Graduation,Married,"$66,373.00 ",1,1,6/12/13,57,328,9,124,12,24,109,7,4,10,3,0
1291,9384,1978,AUS,Graduation,Married,"$66,373.00 ",1,1,6/12/13,57,328,9,124,12,24,109,7,4,10,3,0
1292,3560,1952,GER,Graduation,Together,"$83,844.00 ",0,0,5/12/13,57,901,31,345,75,31,191,1,4,11,1,0
1293,241,1952,SP,Graduation,Together,"$83,844.00 ",0,0,5/12/13,57,901,31,345,75,31,191,1,4,11,1,0
1294,7521,1952,CA,Graduation,Together,"$83,844.00 ",0,0,5/12/13,57,901,31,345,75,31,191,1,4,11,1,0
1295,9799,1968,SP,PhD,Divorced,"$83,664.00 ",1,1,5/8/13,57,866,21,151,28,21,86,3,2,12,5,0
1296,5123,1951,SP,Master,Married,"$27,450.00 ",0,0,4/15/13,57,37,12,23,8,11,52,1,2,3,7,0
1297,448,1978,SP,PhD,Single,"$54,880.00 ",1,0,3/1/13,57,308,85,137,102,45,118,2,6,11,5,0
1298,4837,1965,SP,PhD,Married,"$71,322.00 ",0,1,2/16/13,57,753,43,226,69,10,204,2,8,13,4,0
1299,9365,1976,SP,PhD,Single,"$60,000.00 ",0,1,12/22/12,57,1048,0,217,0,0,12,5,11,5,6,0
1300,8932,1969,SA,Master,Together,"$65,176.00 ",0,1,10/29/12,57,960,28,183,220,70,70,4,9,6,6,0
1301,7055,1952,CA,PhD,Together,"$61,010.00 ",0,1,10/9/12,57,888,0,57,0,0,76,2,8,11,5,0
1302,3537,1981,SP,Graduation,Together,"$31,089.00 ",1,0,8/17/12,57,31,3,31,2,8,4,3,3,4,8,0
1303,9081,1988,SP,Graduation,Single,"$20,518.00 ",1,0,5/18/14,58,4,1,6,4,1,9,1,1,2,5,0
1304,4988,1948,SA,PhD,Married,"$34,469.00 ",1,1,5/4/14,58,19,6,20,0,5,12,3,1,4,4,0
1305,1050,1952,GER,Graduation,Married,"$28,332.00 ",0,0,4/30/14,58,14,10,13,4,15,9,1,2,4,2,0
1306,5610,1965,IND,Graduation,Together,"$33,456.00 ",1,1,4/21/14,58,7,3,10,8,1,7,2,1,3,7,0
1307,3526,1968,SP,PhD,Married,"$38,443.00 ",1,1,1/27/14,58,32,0,5,0,0,1,2,1,3,7,0
1308,5136,1973,CA,Graduation,Single,"$65,333.00 ",0,1,1/17/14,58,654,7,92,0,15,30,7,9,8,6,0
1309,1411,1952,SP,Graduation,Divorced,"$82,623.00 ",0,0,11/10/13,58,204,34,204,172,153,173,1,2,4,1,0
1310,701,1971,SP,Graduation,Married,"$73,691.00 ",0,1,11/6/13,58,707,21,250,85,43,73,2,6,8,2,0
1311,6203,1947,SP,Graduation,Together,"$74,485.00 ",0,0,8/24/13,58,499,149,815,173,49,49,1,6,12,3,0
1312,7192,1955,SP,Graduation,Together,"$65,748.00 ",0,1,4/15/13,58,172,73,93,95,78,34,2,2,10,1,1
1313,5181,1982,SP,Basic,Single,"$24,367.00 ",1,0,3/20/13,58,2,4,2,0,11,5,1,1,2,9,0
1314,9220,1971,SP,Graduation,Single,"$91,700.00 ",0,0,1/17/13,58,576,172,961,125,115,19,1,8,5,3,0
1315,7734,1993,AUS,Graduation,Absurd,"$79,244.00 ",0,0,12/19/12,58,471,102,125,212,61,245,1,4,7,1,0
1316,10446,1957,CA,PhD,Married,"$82,017.00 ",0,0,11/7/12,58,184,23,446,30,23,23,1,5,7,2,0
1317,5524,1957,US,Graduation,Single,"$58,138.00 ",0,0,9/4/12,58,635,88,546,172,88,88,3,8,4,7,0
1318,5186,1955,CA,PhD,Married,"$58,482.00 ",0,1,3/12/14,59,576,7,115,19,7,7,2,7,9,6,0
1319,8514,1976,SP,Graduation,Together,"$29,478.00 ",1,0,1/17/14,59,8,0,7,3,1,1,1,1,3,6,0
1320,7165,1972,SP,Graduation,Together,"$64,474.00 ",0,1,10/22/13,59,381,35,172,56,86,93,2,8,10,5,0
1321,10236,1975,SA,Master,Single,"$31,160.00 ",1,0,9/16/13,59,16,3,25,6,1,13,2,2,3,8,0
1322,2392,1972,SP,Graduation,Married,"$40,321.00 ",1,1,7/29/13,59,44,4,21,6,0,27,2,3,3,7,0
1323,1920,1972,SP,Graduation,Married,"$40,321.00 ",1,1,7/29/13,59,44,4,21,6,0,27,2,3,3,7,0
1324,3673,1971,SA,Graduation,Single,"$55,239.00 ",0,1,7/14/13,59,371,17,238,23,24,106,3,7,11,5,0
1325,1453,1943,SP,PhD,Widow,"$57,513.00 ",0,0,7/6/13,59,735,40,183,52,20,30,2,9,13,6,0
1326,4518,1979,CA,Graduation,Together,"$85,693.00 ",0,1,4/20/13,59,386,172,183,185,132,111,2,9,11,5,0
1327,8969,1977,SA,Graduation,Married,"$71,855.00 ",0,1,1/16/13,59,548,31,422,0,112,28,4,5,11,3,0
1328,387,1976,US,Basic,Married,"$7,500.00 ",0,0,11/13/12,59,6,16,11,11,1,16,1,2,3,8,0
1329,1079,1971,IND,PhD,Married,"$71,969.00 ",0,1,10/16/12,59,1000,0,76,0,0,10,3,3,9,8,0
1330,164,1977,SP,PhD,Married,"$28,973.00 ",0,0,10/13/12,59,206,0,46,3,2,12,2,5,5,8,0
1331,3434,1951,SP,Graduation,Single,"$80,872.00 ",0,0,5/12/14,60,483,72,567,94,12,108,1,4,10,1,0
1332,5721,1956,CA,PhD,Married,"$84,117.00 ",0,0,5/11/14,60,611,76,749,59,45,26,1,7,6,2,0
1333,8418,1958,GER,2n Cycle,Single,"$38,741.00 ",1,1,3/30/14,60,7,10,17,8,6,13,2,2,3,7,0
1334,5300,1973,SP,Master,Married,"$38,961.00 ",1,0,12/30/13,60,19,7,19,0,1,24,1,2,2,7,0
1335,10424,1968,SA,Graduation,Single,"$75,922.00 ",0,0,12/9/13,60,265,138,553,224,23,92,1,4,9,1,0
1338,7851,1949,SP,Graduation,Widow,"$70,165.00 ",0,0,9/22/13,60,161,0,253,199,191,122,1,3,11,1,0
1339,10701,1973,US,Graduation,Married,"$65,308.00 ",0,0,9/11/13,60,713,0,264,120,80,34,1,7,12,4,0
1340,891,1951,SP,Master,Together,"$29,298.00 ",1,1,9/7/13,60,6,0,2,2,0,1,1,1,2,5,0
1341,5967,1952,GER,Graduation,Together,"$33,402.00 ",1,1,7/18/13,60,26,2,19,10,5,8,3,2,3,8,0
1342,2109,1990,SP,Graduation,Single,"$96,843.00 ",0,0,4/23/13,60,448,71,951,40,17,17,1,6,10,2,0
1343,6292,1986,GER,PhD,Married,"$82,333.00 ",0,0,3/30/13,60,1311,0,359,46,89,17,1,4,10,2,0
1344,8537,1949,SP,Graduation,Widow,"$72,643.00 ",0,0,2/27/13,60,526,80,553,123,94,53,1,3,7,2,0
1345,9576,1982,SP,PhD,Together,"$32,313.00 ",1,0,2/11/13,60,86,4,56,2,4,7,3,4,4,9,0
